battery_id,true_rul_cycles,cycle,current_capacity_ah,initial_capacity_ah,drop_from_initial_ah,local_slope_ah_per_cycle,local_std_ah,local_mean_ah
B0005,95,30,1.804077040117352,1.8564874208181572,0.05241038070080517,-0.0009037237713061332,0.015407111705709952,1.822995904515898
B0005,94,31,1.8518025516704488,1.8564874208181572,0.0046848691477083815,-0.00048689846032681333,0.015087282049753764,1.8228397422109746
B0005,93,32,1.8307038456739428,1.8564874208181572,0.025783575144214366,-0.00027417949854627836,0.014526788065836271,1.8223189620761082
B0005,92,33,1.8199041089501269,1.8564874208181572,0.03658331186803032,-0.0001998955261519387,0.014328200657517562,1.8218041259003324
B0005,91,34,1.809307963702852,1.8564874208181572,0.047179457115305246,-0.00018769936410334686,0.014272924099023714,1.8209389737710233
B0005,90,35,1.80460990458052,1.8564874208181572,0.051877516237637256,-0.00019852037385931033,0.014329676705847432,1.8199377869833058
B0005,89,36,1.7993770651972192,1.8564874208181572,0.057110355620938025,-0.00022272968780475818,0.014481950148284448,1.8187283004876282
B0005,88,37,1.7884432335370462,1.8564874208181572,0.06804418728111106,-0.00030489071696627204,0.015129155893394381,1.8171715368414414
B0005,87,38,1.7829230484252725,1.8564874208181572,0.07356437239288471,-0.00046664006036792707,0.016232514150931698,1.8157437454367318
B0005,86,39,1.7730337158018288,1.8564874208181572,0.08345370501632843,-0.0006799120348479506,0.017849560715671783,1.814019074197155
B0005,85,40,1.773037755078937,1.8564874208181572,0.0834496657392203,-0.000871244233098249,0.01918051816291467,1.812299890416555
B0005,84,41,1.7678721106662054,1.8564874208181572,0.08861531015195179,-0.001072911882129017,0.020616724149079325,1.8104083090158805
B0005,83,42,1.762315070409309,1.8564874208181572,0.0941723504088483,-0.001357027897767265,0.02233107392179945,1.8086787468372776
B0005,82,43,1.7676172924938447,1.8564874208181572,0.08887012832431251,-0.0015869514656233108,0.023487345446050297,1.8071409179952422
B0005,81,44,1.762668359743147,1.8564874208181572,0.09381906107501026,-0.0018304258619486014,0.0247668183368112,1.8054485136042275
B0005,80,45,1.7517304870664143,1.8564874208181572,0.10475693375174289,-0.002196652464568768,0.026578882308131737,1.8037529297187533
B0005,79,46,1.7418496047960008,1.8564874208181572,0.11463781602215639,-0.0026073806817901737,0.028810524915647198,1.8017443532037483
B0005,78,47,1.7360913511847138,1.8564874208181572,0.1203960696334434,-0.0030251887979761576,0.031125366813682623,1.7995280815490315
B0005,77,48,1.7936240148573608,1.8564874208181572,0.06286340596079643,-0.0030388641526574948,0.031135727267644034,1.7992132715681632
B0005,76,49,1.7831890223273277,1.8564874208181572,0.07329839849082953,-0.003117664659952196,0.03125928495669097,1.7985603181550873
B0005,75,50,1.7673642076278957,1.8564874208181572,0.08912321319026151,-0.002984683842416212,0.030401222026632767,1.79590492524492
B0005,74,51,1.7570177850353066,1.8564874208181572,0.09946963578285062,-0.0028803107832122547,0.029616048746955188,1.7928916077033084
B0005,73,52,1.7468706179837907,1.8564874208181572,0.10961680283436648,-0.002878697541584648,0.02960389799546699,1.7899147142578384
B0005,72,53,1.7417172507457144,1.8564874208181572,0.11477017007244283,-0.002942296965152704,0.03005150618634249,1.7871125976967748
B0005,71,54,1.7364225056478186,1.8564874208181572,0.12006491517033857,-0.0030072536390741054,0.03052648726383214,1.7841562264347743
B0005,70,55,1.7263217239235826,1.8564874208181572,0.13016569689457458,-0.003094687890791763,0.03122838024494406,1.7808475670915478
B0005,69,56,1.7158065389330133,1.8564874208181572,0.14068088188514394,-0.003285455286492632,0.03269247432104826,1.7775734141390354
B0005,68,57,1.710533351135192,1.8564874208181572,0.14595406968296532,-0.003461449201471254,0.034064942854811826,1.7740988860396785
B0005,67,58,1.706014499648521,1.8564874208181572,0.1504729211696363,-0.0036257343232849837,0.0353411758760315,1.7705003897376175
B0005,66,59,1.7003110272642588,1.8564874208181572,0.15617639355389845,-0.003856049778989323,0.036970962275479975,1.767085235140832
B0005,65,60,1.6945798601797897,1.8564874208181572,0.16190756063836753,-0.0040687104952513925,0.0385117051021548,1.763435329142913
B0005,64,61,1.6849029086609286,1.8564874208181572,0.17158451215722859,-0.0039659421516749956,0.03738297365760909,1.7578720077092627
B0005,63,62,1.6744741591159715,1.8564874208181572,0.18201326170218568,-0.004001704250073294,0.0377543532211883,1.7526643514906632
B0005,62,63,1.6745692479879102,1.8564874208181572,0.18191817283024703,-0.004041821162272716,0.03813804826418639,1.7478198561252567
B0005,61,64,1.663716375981405,1.8564874208181572,0.19277104483675211,-0.004160368345646749,0.039251906994169146,1.7429668032012084
B0005,60,65,1.659013868748246,1.8564874208181572,0.19747355206991113,-0.004276875343728446,0.04031665597945344,1.7381136020067989
B0005,59,66,1.6538540573335014,1.8564874208181572,0.20263336348465577,-0.00439797866667007,0.04139385752882988,1.7332628350780088
B0005,58,67,1.642653782130131,1.8564874208181572,0.21383363868802618,-0.00460199872968637,0.04315096826420035,1.7284031866977783
B0005,57,68,1.6378578430223698,1.8564874208181572,0.2186295777957874,-0.004810163190873152,0.04486452273556488,1.7235676798510147
B0005,56,69,1.6327350407099108,1.8564874208181572,0.22375238010824638,-0.005055035142067085,0.046737678479026726,1.7188910573479506
B0005,55,70,1.6277528915533617,1.8564874208181572,0.22873452926479554,-0.005269597806890769,0.048374589871994216,1.7140482285637648
B0005,54,71,1.622125485521159,1.8564874208181572,0.23436193529699811,-0.005491448575090974,0.05001591062553211,1.7091900077255966
B0005,53,72,1.6113256603765849,1.8564874208181572,0.24516176044157234,-0.00575645171856732,0.051975305333890734,1.7041570273911724
B0005,52,73,1.6065631397488385,1.8564874208181572,0.24992428106931874,-0.005948432702648525,0.05344022140804656,1.6987885556330053
B0005,51,74,1.6015142233917594,1.8564874208181572,0.2549731974263978,-0.006135458666515433,0.054830555879593276,1.6934167510879592
B0005,50,75,1.590369231400328,1.8564874208181572,0.2661181894178293,-0.006398117677774413,0.05672802954770516,1.6880380425657568
B0005,49,76,1.5857889968242211,1.8564874208181572,0.27069842399393607,-0.006686674718345479,0.05867692129250468,1.6828360223000305
B0005,48,77,1.5849430707374117,1.8564874208181572,0.2715443500807455,-0.006950964017542536,0.06035307391397077,1.6777977462851201
B0005,47,78,1.5955263892495937,1.8564874208181572,0.26096103156856354,-0.006682945113936489,0.05811470515206411,1.6711944920981947
B0005,46,79,1.5747301747801037,1.8564874208181572,0.2817572460380535,-0.006532919477700998,0.056754927928296645,1.6642458638466207
B0005,45,80,1.5649019950937946,1.8564874208181572,0.29158542572436263,-0.0064626866716081316,0.05612578190759368,1.657497123428817
B0005,44,81,1.5597659473370362,1.8564874208181572,0.296721473481121,-0.006406860997939671,0.05563367673750845,1.6509220621722078
B0005,43,82,1.5594815668184234,1.8564874208181572,0.2970058539997338,-0.006335085499630617,0.055026638972512296,1.644675760466696
B0005,42,83,1.55468935359061,1.8564874208181572,0.3017980672275473,-0.006246391306250617,0.05426860705215103,1.6384414972281924
B0005,41,84,1.5488741079890418,1.8564874208181572,0.3076133128291154,-0.006148514337825046,0.05341722896120112,1.6321898839728997
B0005,40,85,1.538236598942558,1.8564874208181572,0.3182508218755993,-0.0061054794607190875,0.05303747935741783,1.625920379806866
B0005,39,86,1.527914258251028,1.8564874208181572,0.3285731625671293,-0.006117872473446274,0.05314700402958644,1.6196573037841333
B0005,38,87,1.5285252629756445,1.8564874208181572,0.3279621578425127,-0.006079089762781828,0.05281429179289278,1.6135903675121483
B0005,37,88,1.522647325284378,1.8564874208181572,0.33384009553377925,-0.006028411259640086,0.05237305771573838,1.6074781283666766
B0005,36,89,1.5174859938489869,1.8564874208181572,0.33900142696917035,-0.005968778786934387,0.05185061425675795,1.6013839605861677
B0005,35,90,1.605818899130659,1.8564874208181572,0.2506685216874982,-0.005297435938170752,0.048896544527778266,1.5984252618845298
B0005,34,91,1.5638491446744425,1.8564874208181572,0.29263827614371474,-0.004924110098131654,0.04653128673849778,1.5943901364183135
B0005,33,92,1.5480915247767786,1.8564874208181572,0.3083958960413786,-0.004670507213588167,0.04477816101105286,1.5901773819403404
B0005,32,93,1.5323755631868592,1.8564874208181572,0.324111857631298,-0.004461409303994475,0.04308812913434096,1.5854375924469721
B0005,31,94,1.5269528268489705,1.8564874208181572,0.3295345939691867,-0.004298876692820854,0.04177999138821325,1.580878807475891
B0005,30,95,1.5169573017136326,1.8564874208181572,0.3395301191045246,-0.004172411012656795,0.04069202729839497,1.5761435885747375
B0005,29,96,1.511897596014269,1.8564874208181572,0.3445898248038881,-0.004050967019938638,0.03961992005066386,1.571411706530763
