segment_id,vehicle,session_index,split,proxy_capacity_ah,soc_start,voltage_start,voltage_60,voltage_300,voltage_600,current_mean,tmax_mean,temperature_rise,cell_gap_mean,cell_gap_max
vehicle_010_session_00001,vehicle_010,1,train,132.47606093151342,51.6,338.6,340.6,343.8,347.4,-70.46841789473685,35.53947368421053,1,0.036421052631578986,0.040000000000000036
vehicle_010_session_00002,vehicle_010,2,train,133.86819646417766,18.4,326.3,327.6,329.5,330.7,-74.45263565789475,34.13157894736842,2,0.029105263157894763,0.03300000000000036
vehicle_010_session_00003,vehicle_010,3,train,132.77699019142202,20.0,326.1,326.9,328.0,328.8,-45.284227894736865,35.81578947368421,1,0.019039473684210557,0.020999999999999908
vehicle_010_session_00004,vehicle_010,4,train,130.05487439083825,42.0,332.5,332.7,333.3,334.1,-26.100010000000008,38.0,0,0.01622368421052629,0.018000000000000238
vehicle_010_session_00005,vehicle_010,5,train,134.00034915389529,40.4,331.3,332.0,333.3,334.9,-45.20527368421053,37.0,0,0.021631578947368446,0.025000000000000355
vehicle_010_session_00006,vehicle_010,6,train,134.72211950954863,42.0,333.0,334.2,336.8,340.5,-73.96266293333333,37.78666666666667,1,0.03521333333333333,0.04100000000000037
vehicle_010_session_00007,vehicle_010,7,train,132.57321584095527,28.8,328.9,330.2,331.5,333.0,-69.94999605263158,36.9078947368421,1,0.026605263157894757,0.028999999999999915
vehicle_010_session_00008,vehicle_010,8,train,133.39548998842594,51.2,338.2,340.25,343.55,347.1,-69.51710644736843,35.0,0,0.03767105263157895,0.04100000000000037
vehicle_010_session_00009,vehicle_010,9,train,133.76683453373016,18.4,326.4,327.6,329.15,330.3,-70.20000999999998,34.64473684210526,1,0.027447368421052654,0.03200000000000003
vehicle_010_session_00010,vehicle_010,10,train,134.0135790123457,20.4,327.1,328.55,329.92499999999995,331.3,-73.53552986842105,31.342105263157894,1,0.027355263157894775,0.029999999999999805
vehicle_010_session_00011,vehicle_010,11,train,132.71437255482456,23.6,327.1,327.8,328.8,329.6,-44.90920144736842,32.0,0,0.018565789473684265,0.020000000000000018
vehicle_010_session_00012,vehicle_010,12,train,131.92465755327245,30.4,327.7,328.5,329.1,329.7,-25.882894868421054,31.0,0,0.012973684210526342,0.015000000000000124
vehicle_010_session_00013,vehicle_010,13,train,131.53478108585858,24.0,325.5,326.7,327.45,328.0,-25.818429210526322,32.0,0,0.0128421052631579,0.015000000000000124
vehicle_010_session_00014,vehicle_010,14,train,132.16909896472393,26.4,329.6,329.79999999999995,331.0,332.2,-70.00526368421053,35.776315789473685,1,0.027171052631579005,0.02900000000000036
vehicle_010_session_00015,vehicle_010,15,train,132.49627946147803,24.4,328.3,329.2,330.5,331.9,-74.25734866666667,39.06666666666667,2,0.02864000000000002,0.03000000000000025
vehicle_010_session_00016,vehicle_010,16,train,134.29202255415794,36.0,330.8,332.1,333.9,336.3,-74.59737539473683,36.5,1,0.03134210526315788,0.03500000000000014
vehicle_010_session_00017,vehicle_010,17,train,132.89425397984607,26.0,327.4,328.0,328.9,329.7,-40.28001800000001,34.0,0,0.01780000000000004,0.019000000000000128
vehicle_010_session_00018,vehicle_010,18,train,131.0597015339967,14.0,323.2,324.15,325.8,327.2,-44.98800013333334,38.626666666666665,-1,0.02347999999999996,0.026000000000000245
vehicle_010_session_00019,vehicle_010,19,train,133.91929400252522,42.4,333.9,334.15,335.2375,336.9,-45.0,40.18666666666667,1,0.024999999999999994,0.029999999999999805
vehicle_010_session_00020,vehicle_010,20,train,132.8690885117337,52.0,339.4,341.05,344.35,348.2,-74.10000605263158,40.25,1,0.041157894736842116,0.04499999999999993
vehicle_010_session_00021,vehicle_010,21,train,132.84037984913795,45.6,333.6,334.65,336.85,339.7,-49.90393776315789,44.0,0,0.03198684210526312,0.03699999999999992
vehicle_010_session_00022,vehicle_010,22,train,134.49479093892694,41.2,332.2,333.6,335.75,339.1,-70.54342539473684,42.026315789473685,1,0.03421052631578945,0.041999999999999815
vehicle_010_session_00023,vehicle_010,23,train,131.94630792483662,28.8,327.5,328.5,329.4,330.2,-39.64738789473686,42.0,0,0.018065789473684226,0.019000000000000128
vehicle_010_session_00024,vehicle_010,24,train,136.63282308375105,46.4,333.8,334.79999999999995,336.9,339.9,-50.62237842105263,43.01315789473684,1,0.032618421052631554,0.037000000000000366
vehicle_010_session_00025,vehicle_010,25,train,134.39589779610344,42.0,331.7,332.4,333.6,335.2,-39.798686533333345,39.0,0,0.022626666666666684,0.026000000000000245
vehicle_010_session_00026,vehicle_010,26,train,132.66825493213383,63.2,348.6,350.2,353.55,357.5,-73.92666733333334,43.93333333333333,1,0.04202666666666672,0.04400000000000004
vehicle_010_session_00027,vehicle_010,27,train,134.396922265625,38.8,331.7,332.9,334.9,337.8,-74.16974657894735,39.75,1,0.03359210526315789,0.0389999999999997
vehicle_010_session_00028,vehicle_010,28,train,132.97356976879576,10.0,321.0,321.9,323.9,325.7,-45.303966184210545,39.0,0,0.024157894736842097,0.026000000000000245
vehicle_010_session_00029,vehicle_010,29,train,132.45866176914782,12.4,320.7,322.75,324.7,326.1,-44.29335130666668,39.0,0,0.023626666666666633,0.026000000000000245
vehicle_010_session_00030,vehicle_010,30,train,134.25441188307494,13.6,322.8,323.70000000000005,325.7,327.2,-50.09869407894737,40.0,0,0.02531578947368417,0.028000000000000025
vehicle_010_session_00031,vehicle_010,31,train,132.8616933549383,9.6,321.3,322.29999999999995,324.4,326.3,-50.92105105263158,38.0,0,0.025697368421052576,0.028000000000000025
vehicle_010_session_00032,vehicle_010,32,train,133.53965998774513,61.6,344.9,346.9,348.85,351.1,-38.87369592105263,37.0,0,0.031026315789473638,0.03299999999999992
vehicle_010_session_00033,vehicle_010,33,train,131.67595247122122,21.2,326.3,327.0,328.2,329.1,-49.61601,38.0,0,0.021613333333333373,0.02400000000000002
vehicle_010_session_00034,vehicle_010,34,train,138.70035418951028,69.2,353.6,354.3,356.3375,359.1,-49.600010000000005,41.0,0,0.03575999999999999,0.03799999999999937
vehicle_010_session_00035,vehicle_010,35,train,133.50837635391323,44.0,331.4,332.85,334.7,336.4,-37.54932888,39.0,0,0.024506666666666673,0.03000000000000025
vehicle_010_session_00036,vehicle_010,36,train,131.9496434496997,35.6,328.9,330.5,331.6,332.8,-44.69210986842105,38.0,0,0.021263157894736873,0.02400000000000002
vehicle_010_session_00037,vehicle_010,37,train,130.23558707094833,22.4,325.2,327.29999999999995,328.5,329.2,-44.724010000000014,32.13333333333333,1,0.019613333333333375,0.02100000000000035
vehicle_010_session_00038,vehicle_010,38,train,133.601592312283,45.6,333.3,334.1,336.1,338.8,-45.20527368421053,34.68421052631579,1,0.030355263157894725,0.03699999999999992
vehicle_010_session_00039,vehicle_010,39,train,131.1976411441144,18.0,324.1,325.8,327.1,327.8,-39.88685236842105,32.0,0,0.020144736842105236,0.02400000000000002
vehicle_010_session_00040,vehicle_010,40,train,131.27893608288167,28.8,327.1,328.8,329.7,330.7,-44.79211539473685,35.0,0,0.01976315789473686,0.02100000000000035
vehicle_010_session_00041,vehicle_010,41,train,132.91563333854168,19.6,326.7,328.1,329.6,330.8,-74.25659460526315,34.276315789473685,1,0.029460526315789496,0.03299999999999992
vehicle_010_session_00042,vehicle_010,42,train,132.5795044948108,26.8,327.5,328.25,329.1,329.9,-40.30791236842107,37.64473684210526,1,0.018302631578947414,0.020000000000000018
vehicle_010_session_00043,vehicle_010,43,train,133.42362731529505,3.2,318.8,320.4,323.5444444444445,326.3,-74.37066493333333,37.0,0,0.03713333333333332,0.04100000000000037
vehicle_010_session_00044,vehicle_010,44,train,132.504706229083,33.2,330.3,331.4,333.2,335.2,-74.6693432,32.906666666666666,1,0.031240000000000046,0.03400000000000025
vehicle_010_session_00045,vehicle_010,45,train,135.22646353884375,50.4,337.2,339.45000000000005,343.1,346.8,-74.0266744,40.0,0,0.04393333333333334,0.04800000000000004
vehicle_010_session_00046,vehicle_010,46,train,135.33703242187502,51.6,338.2,340.25,343.70000000000005,347.5,-69.74869815789472,34.96052631578947,1,0.042828947368421036,0.04700000000000015
vehicle_010_session_00047,vehicle_010,47,train,132.77128210495286,14.8,324.6,325.75,328.0,329.4,-69.22764184210526,36.0,0,0.030671052631578936,0.03400000000000025
vehicle_010_session_00048,vehicle_010,48,train,130.47189208715596,29.6,328.2,328.8,329.7,330.5,-40.46933026666667,34.973333333333336,1,0.018746666666666658,0.020000000000000018
vehicle_010_session_00049,vehicle_010,49,train,132.63559456133115,18.8,325.2,326.05,327.2,328.0,-40.382889868421046,38.0,0,0.020736842105263137,0.02400000000000002
vehicle_010_session_00050,vehicle_010,50,train,131.69308844320068,36.8,331.1,332.1,333.85,336.1,-70.61734213333332,37.986666666666665,2,0.031826666666666684,0.03600000000000003
vehicle_010_session_00051,vehicle_010,51,train,132.13634436567642,12.8,323.2,324.65,327.2,329.1,-74.18027342105263,39.0,0,0.03307894736842105,0.03699999999999992
vehicle_010_session_00052,vehicle_010,52,train,130.2729213734568,24.0,328.0,328.6,329.2,330.0,-44.717345066666674,30.826666666666668,1,0.019240000000000007,0.020999999999999908
vehicle_010_session_00053,vehicle_010,53,train,131.92673838082112,45.2,333.6,335.7,337.275,339.7,-44.364011733333335,33.0,0,0.031399999999999956,0.038000000000000256
vehicle_010_session_00054,vehicle_010,54,train,134.27176105040792,42.4,331.3,334.2,337.0,341.0,-74.02632263157894,33.88157894736842,2,0.03822368421052628,0.04700000000000015
vehicle_010_session_00055,vehicle_010,55,train,130.68820102486563,17.2,324.6,325.4,327.0,327.8,-45.20264184210527,37.0,0,0.024315789473684173,0.028000000000000025
vehicle_010_session_00056,vehicle_010,56,train,134.77517836371533,35.6,330.5,331.6,333.2,335.3,-70.02237065789474,40.5,1,0.030500000000000037,0.03300000000000036
vehicle_010_session_00057,vehicle_010,57,train,133.67518904653576,30.0,329.4,330.25,331.65,333.3,-71.56711157894738,39.05263157894737,2,0.029157894736842143,0.03100000000000014
vehicle_010_session_00058,vehicle_010,58,train,134.4246877745478,48.0,334.4,337.45,341.35,345.2,-72.51447381578947,37.276315789473685,1,0.043039473684210544,0.04700000000000015
