segment_id,vehicle,session_index,split,proxy_capacity_ah,soc_start,voltage_start,voltage_60,voltage_300,voltage_600,current_mean,tmax_mean,temperature_rise,cell_gap_mean,cell_gap_max
vehicle_009_session_00001,vehicle_009,1,train,136.64394005905513,48.8,336.1,337.75,341.4,344.9,-70.14343105263157,37.89473684210526,1,0.0263157894736842,0.028000000000000025
vehicle_009_session_00002,vehicle_009,2,train,133.56505990903185,20.8,327.2,328.70000000000005,330.2,331.4,-74.9631552631579,34.23684210526316,1,0.026644736842105297,0.028000000000000025
vehicle_009_session_00003,vehicle_009,3,train,134.82443442437565,12.4,323.3,324.9,327.4,329.1,-70.41709697368421,36.9078947368421,1,0.025447368421052618,0.027000000000000135
vehicle_009_session_00004,vehicle_009,4,train,133.93655558691756,26.0,329.6,330.5,331.5,332.7,-71.18027315789473,39.56578947368421,1,0.02576315789473685,0.027000000000000135
vehicle_009_session_00005,vehicle_009,5,train,135.15180689547722,36.8,331.1,332.2,333.9,336.3,-74.09343039473686,38.94736842105263,2,0.026697368421052647,0.028000000000000025
vehicle_009_session_00006,vehicle_009,6,train,137.41695569923377,18.4,325.7,327.1,329.15,330.5,-74.18816789473684,36.3421052631579,1,0.02676315789473685,0.028999999999999915
vehicle_009_session_00007,vehicle_009,7,train,136.4037787954981,41.6,332.7,333.9,336.20000000000005,339.9,-73.94999552631579,35.38157894736842,1,0.026986842105263153,0.028999999999999915
vehicle_009_session_00008,vehicle_009,8,train,136.67800567251467,61.6,347.2,348.9,352.29999999999995,356.4,-74.46973434210527,36.94736842105263,1,0.029828947368421063,0.03200000000000003
vehicle_009_session_00009,vehicle_009,9,train,134.68871656045755,30.8,328.3,329.2,330.2,331.1,-45.13377753246755,36.285714285714285,1,0.01696103896103895,0.018000000000000238
vehicle_009_session_00010,vehicle_009,10,train,133.9275876548761,38.0,329.9,331.1,332.4,333.6,-44.93637363636364,34.0,0,0.016688311688311707,0.018000000000000238
vehicle_009_session_00011,vehicle_009,11,train,135.8548506030702,46.4,332.8,334.65,336.8,339.4,-44.7653404,35.45333333333333,1,0.019266666666666633,0.02200000000000024
vehicle_009_session_00012,vehicle_009,12,train,134.38343247599448,62.0,346.1,347.6,349.775,352.2,-45.14934440000001,34.8,1,0.02006666666666667,0.02100000000000035
vehicle_009_session_00013,vehicle_009,13,train,132.52695756090316,24.8,326.7,327.55,328.45000000000005,328.6,-33.546062368421055,28.19736842105263,1,0.013078947368421067,0.017999999999999794
vehicle_009_session_00014,vehicle_009,14,train,134.3103983085809,48.4,335.0,336.20000000000005,339.0,341.6,-45.15658894736842,29.473684210526315,1,0.020131578947368424,0.02300000000000013
vehicle_009_session_00015,vehicle_009,15,train,131.87184665075233,20.0,326.1,327.15,328.3,329.1,-45.20267693333334,27.0,0,0.016973333333333358,0.018000000000000238
vehicle_009_session_00016,vehicle_009,16,train,134.77549065582815,14.0,323.6,325.5,328.0,329.6,-73.8460525,34.0,0,0.026776315789473676,0.028999999999999915
vehicle_009_session_00017,vehicle_009,17,train,134.00079203296704,56.0,342.4,344.1,347.15,350.8,-70.24001493333333,37.76,1,0.02766666666666667,0.02900000000000036
vehicle_009_session_00018,vehicle_009,18,train,134.20028849067603,36.8,331.0,332.29999999999995,334.1,336.6,-74.17106263157893,36.94736842105263,2,0.02721052631578944,0.028999999999999915
vehicle_009_session_00019,vehicle_009,19,train,135.56784910027952,36.0,331.0,332.1,333.70000000000005,336.0,-73.6934322368421,38.973684210526315,2,0.026868421052631576,0.028999999999999915
vehicle_009_session_00020,vehicle_009,20,train,133.81585735844018,57.6,343.9,345.5,348.6,352.5,-70.976315,37.0,0,0.028342105263157877,0.03000000000000025
vehicle_009_session_00021,vehicle_009,21,train,135.76872525275735,45.2,333.3,334.2,336.3,339.3,-50.58421894736843,39.0,0,0.02057894736842104,0.02400000000000002
vehicle_009_session_00022,vehicle_009,22,train,136.1719616582492,46.8,333.8,334.79999999999995,336.8,339.6,-45.20527368421053,39.0,0,0.019802631578947356,0.02300000000000013
vehicle_009_session_00023,vehicle_009,23,train,133.3707192001916,20.8,327.7,327.8,328.5,329.1,-45.200010000000006,38.0,0,0.017253333333333353,0.018999999999999684
vehicle_009_session_00024,vehicle_009,24,train,134.7811428164845,50.0,335.8,336.85,339.3,341.4,-40.114483684210526,38.0,0,0.02009210526315788,0.02400000000000002
