segment_id,vehicle,session_index,split,proxy_capacity_ah,soc_start,voltage_start,voltage_60,voltage_300,voltage_600,current_mean,tmax_mean,temperature_rise,cell_gap_mean,cell_gap_max
vehicle_015_session_00001,vehicle_015,1,validation,133.5371236832387,8.400001,318.8,320.2,321.5,322.7,-25.77500765789474,36.0,0,0.014302631578947378,0.016000000000000014
vehicle_015_session_00002,vehicle_015,2,validation,135.51729376213595,17.2,323.0,324.15,325.2,326.3,-25.77600032,36.0,0,0.014159999999999968,0.01599999999999957
vehicle_015_session_00003,vehicle_015,3,validation,134.2116546257899,15.2,324.6,326.0444444444445,328.5,329.9,-75.44133640000001,39.96,1,0.02840000000000003,0.03100000000000014
vehicle_015_session_00004,vehicle_015,4,validation,133.3115331575246,56.4,341.4,342.1375,343.6,344.9,-25.9893336,39.96,-1,0.016293333333333358,0.018000000000000238
vehicle_015_session_00005,vehicle_015,5,validation,132.62864785247436,9.2,320.8,321.79999999999995,323.8,325.5,-45.212011200000006,40.0,0,0.01985333333333333,0.02100000000000035
vehicle_015_session_00006,vehicle_015,6,validation,135.02545360169495,61.6,347.4,347.8,349.7,352.1,-45.200010000000006,43.0,0,0.02322666666666665,0.025000000000000355
vehicle_015_session_00007,vehicle_015,7,validation,135.0934715413647,7.6,321.0,322.45,325.2,327.4,-69.9789452631579,40.0,0,0.027657894736842093,0.029999999999999805
vehicle_015_session_00008,vehicle_015,8,validation,133.79818062114202,27.6,328.2,328.8,329.7,330.7,-45.20264184210527,37.18421052631579,1,0.01743421052631578,0.020000000000000018
vehicle_015_session_00009,vehicle_015,9,validation,133.40991506046865,38.0,329.9,330.3,331.1,331.9,-26.100010000000008,36.0,0,0.012065789473684226,0.013000000000000345
vehicle_015_session_00010,vehicle_015,10,validation,132.35725332986112,18.8,324.9,326.6375,327.8,328.6,-44.97067666666668,32.0,0,0.01769333333333334,0.020000000000000018
vehicle_015_session_00011,vehicle_015,11,validation,133.32376020955172,53.2,339.4,340.75,343.0,345.2,-45.282912500000016,37.0,0,0.022592105263157903,0.02400000000000002
vehicle_015_session_00012,vehicle_015,12,validation,133.95279851585545,50.8,338.0,340.25,343.8,347.5,-74.24080355263158,34.89473684210526,1,0.032368421052631595,0.03500000000000014
vehicle_015_session_00013,vehicle_015,13,validation,134.07826832070708,33.6,330.2,331.6,333.3,335.3,-74.56267213333332,32.81333333333333,1,0.02729333333333336,0.03000000000000025
vehicle_015_session_00014,vehicle_015,14,validation,134.14235667706478,24.8,328.3,329.6,330.9,332.2,-73.65132513157893,31.67105263157895,1,0.025894736842105286,0.028000000000000025
vehicle_015_session_00015,vehicle_015,15,validation,132.4165436329588,8.8,320.7,321.65,323.4,325.2,-40.106676666666665,30.0,0,0.018133333333333362,0.019000000000000128
vehicle_015_session_00016,vehicle_015,16,validation,133.93420361309524,29.6,329.6,330.7,332.1,333.8,-75.01447960526316,34.0,2,0.027065789473684227,0.028999999999999915
vehicle_015_session_00017,vehicle_015,17,validation,132.2165091068482,41.6,330.8,331.7,332.7,333.8,-29.177637105263162,35.0,0,0.014210526315789493,0.016000000000000014
vehicle_015_session_00018,vehicle_015,18,validation,134.86891470544967,5.2,318.6,319.79999999999995,321.9,323.8,-44.90265693333333,33.0,0,0.021266666666666698,0.02400000000000002
vehicle_015_session_00019,vehicle_015,19,validation,135.27960286885244,46.0,332.7,334.4,336.4,339.1,-44.7346708,36.0,0,0.022546666666666642,0.026000000000000245
vehicle_015_session_00020,vehicle_015,20,validation,133.65561164737656,17.2,325.2,326.5,328.70000000000005,329.9,-70.55526828947367,37.88157894736842,1,0.027302631578947384,0.03000000000000025
vehicle_015_session_00021,vehicle_015,21,validation,132.40040814393936,19.2,325.7,326.5,327.7,328.5,-45.1171152631579,38.0,0,0.01878947368421052,0.021999999999999797
vehicle_015_session_00022,vehicle_015,22,validation,133.5044955925926,42.8,331.4,331.7,332.75,333.8,-26.113343333333336,39.0,0,0.013733333333333342,0.015000000000000124
vehicle_015_session_00023,vehicle_015,23,validation,134.00337655934345,53.6,338.5,340.75,342.9,345.2,-44.70395736842106,36.0,0,0.023513157894736875,0.025000000000000355
vehicle_015_session_00024,vehicle_015,24,validation,132.84816710930875,19.6,324.7,326.4,327.7,328.5,-44.76667653333333,38.0,0,0.01874666666666666,0.021999999999999797
vehicle_015_session_00025,vehicle_015,25,validation,133.09971659686244,19.2,323.9,325.5,327.1,327.8,-37.77368047368421,37.0,0,0.01784210526315788,0.020999999999999908
vehicle_015_session_00026,vehicle_015,26,validation,134.1745191819106,66.0,348.6,350.35,352.7,354.9,-37.771991093333334,35.88,1,0.021906666666666675,0.02400000000000002
vehicle_015_session_00027,vehicle_015,27,validation,133.28457446808514,55.2,340.7,341.8,343.6,345.7,-39.0,37.61842105263158,1,0.021815789473684215,0.02300000000000013
vehicle_015_session_00028,vehicle_015,28,validation,132.1557092326139,20.0,325.8,326.4,327.4,328.2,-39.202641842105265,40.0,0,0.017092105263157895,0.019000000000000128
vehicle_015_session_00029,vehicle_015,29,validation,132.22072886141632,21.6,326.3,326.9,327.8,328.6,-40.20001,39.0,0,0.016546666666666675,0.018000000000000238
vehicle_015_session_00030,vehicle_015,30,validation,135.23591571855212,22.4,327.5,328.8,330.0,331.3,-74.32266666666666,44.44,1,0.027560000000000025,0.02900000000000036
