segment_id,vehicle,session_index,split,proxy_capacity_ah,soc_start,voltage_start,voltage_60,voltage_300,voltage_600,current_mean,tmax_mean,temperature_rise,cell_gap_mean,cell_gap_max
vehicle_011_session_00001,vehicle_011,1,train,135.82134489740517,2.4,317.2,318.9,322.45,325.5,-74.52105578947369,39.0,0,0.02869736842105262,0.03000000000000025
vehicle_011_session_00002,vehicle_011,2,train,133.90971476449272,24.8,328.0,328.9,330.2,331.4,-69.97199719999999,39.29333333333334,1,0.024746666666666712,0.026000000000000245
vehicle_011_session_00003,vehicle_011,3,train,133.65601961174244,22.0,326.6,328.3,329.7,331.0,-73.32631157894737,33.328947368421055,1,0.025184210526315826,0.027000000000000135
vehicle_011_session_00004,vehicle_011,4,train,135.41020677083333,70.4,355.7,356.5,359.79999999999995,363.9,-73.45657460526316,38.0,0,0.027763157894736847,0.029000000000000803
vehicle_011_session_00005,vehicle_011,5,train,134.92547951215278,19.6,326.6,327.9,329.4,330.5,-74.36184355263157,35.5921052631579,1,0.0259605263157895,0.028000000000000025
vehicle_011_session_00006,vehicle_011,6,train,133.5965353315632,8.8,321.3,323.1,326.05,328.2,-75.07237657894736,36.0,0,0.027223684210526317,0.028000000000000025
vehicle_011_session_00007,vehicle_011,7,train,133.71349588920822,20.4,325.5,326.3,327.4,328.2,-39.27601760000001,32.093333333333334,1,0.015240000000000033,0.017000000000000348
vehicle_011_session_00008,vehicle_011,8,train,134.0726497863248,9.2,319.4,320.0,321.3,322.4,-26.00921144736842,32.0,0,0.012407894736842095,0.013000000000000345
vehicle_011_session_00009,vehicle_011,9,train,134.00483821334092,40.0,329.6,331.0,332.5,333.9,-37.634657413333336,30.84,1,0.014560000000000007,0.016999999999999904
vehicle_011_session_00010,vehicle_011,10,train,135.90841478174602,68.0,353.6,354.35,357.6,361.6,-73.68312688311687,37.0,0,0.027883116883116857,0.03000000000000025
vehicle_011_session_00011,vehicle_011,11,train,135.93826342147437,58.0,344.1,345.8,349.0,353.0,-73.83553828947367,36.0,0,0.027710526315789474,0.03000000000000025
vehicle_011_session_00012,vehicle_011,12,train,134.05066227334106,12.4,322.7,324.14444444444445,326.775,328.8,-74.5013364,40.0,0,0.02729333333333333,0.028999999999999915
