segment_id,vehicle,session_index,split,proxy_capacity_ah,soc_start,voltage_start,voltage_60,voltage_300,voltage_600,current_mean,tmax_mean,temperature_rise,cell_gap_mean,cell_gap_max
vehicle_017_session_00001,vehicle_017,1,test,134.2929926729025,48.8,336.1,337.9,341.85,345.3,-74.04533786666667,38.22666666666667,1,0.030693333333333357,0.03200000000000003
vehicle_017_session_00002,vehicle_017,2,test,133.41650103819444,19.6,326.1,327.29999999999995,328.5,329.2,-52.071062894736855,38.0,0,0.01926315789473688,0.02100000000000035
vehicle_017_session_00003,vehicle_017,3,test,135.15042679111662,18.8,326.3,327.575,329.1375,330.3,-73.17467719999999,38.693333333333335,1,0.0265866666666667,0.03000000000000025
vehicle_017_session_00004,vehicle_017,4,test,132.17780705662398,37.6,330.2,331.9,333.1,334.4,-44.79343118421053,38.0,0,0.018407894736842116,0.020000000000000018
vehicle_017_session_00005,vehicle_017,5,test,135.3447272828864,30.0,329.4,330.3,331.65,333.2,-69.97600346666667,36.50666666666667,1,0.02505333333333335,0.027000000000000135
vehicle_017_session_00006,vehicle_017,6,test,130.98217438757658,32.0,328.9,329.65,330.7,331.7,-45.00921144736842,38.0,0,0.017473684210526332,0.019000000000000128
vehicle_017_session_00007,vehicle_017,7,test,133.0495086738782,38.8,330.2,331.35,332.5,334.1,-44.9592205263158,37.0,0,0.018421052631578953,0.020000000000000018
vehicle_017_session_00008,vehicle_017,8,test,133.53871231011289,40.4,331.1,331.9,333.2375,334.7,-45.164010000000005,37.0,0,0.018880000000000004,0.021999999999999797
vehicle_017_session_00009,vehicle_017,9,test,129.7526459433443,20.8,326.1,326.9,327.8,328.5,-39.11579947368421,33.0,0,0.015881578947368438,0.017000000000000348
vehicle_017_session_00010,vehicle_017,10,test,134.08516107253084,14.4,324.1,325.4,327.8,329.2,-69.48157710526316,35.8421052631579,1,0.02634210526315788,0.028999999999999915
vehicle_017_session_00011,vehicle_017,11,test,133.15309450990435,47.6,337.7,338.3,341.05,344.3,-69.45920644736843,39.526315789473685,1,0.030381578947368416,0.03200000000000003
vehicle_017_session_00012,vehicle_017,12,test,133.54759621289955,40.4,329.7,332.1,333.5,335.2,-44.628957526315794,31.94736842105263,1,0.019171052631578974,0.02100000000000035
vehicle_017_session_00013,vehicle_017,13,test,135.0096979775829,31.2,328.6,329.2,330.2625,331.3,-45.200010000000006,32.0,0,0.017573333333333347,0.019000000000000128
vehicle_017_session_00014,vehicle_017,14,test,133.9791963257576,8.8,319.9,321.65,323.6,325.5,-45.03027328947369,29.92105263157895,1,0.020289473684210548,0.021999999999999797
vehicle_017_session_00015,vehicle_017,15,test,132.46180618262852,44.0,333.8,335.1,338.2,342.4,-73.52368605263158,32.526315789473685,1,0.03028947368421051,0.03400000000000025
vehicle_017_session_00016,vehicle_017,16,test,134.3289208639601,10.8,319.6,321.25,323.5375,325.2,-37.36532381333333,30.0,0,0.01770666666666671,0.020000000000000018
vehicle_017_session_00017,vehicle_017,17,test,132.74817124183008,10.8,322.5,324.2,326.975,328.8,-73.77468413333332,33.733333333333334,1,0.028360000000000003,0.03000000000000025
vehicle_017_session_00018,vehicle_017,18,test,131.13420373931626,18.0,325.0,325.8,327.1,327.8,-39.140010000000004,35.0,0,0.017279999999999972,0.020000000000000018
vehicle_017_session_00019,vehicle_017,19,test,132.6553386814877,27.2,330.3,330.5,331.4,332.7,-70.61334333333333,37.28,1,0.02516000000000002,0.02699999999999969
vehicle_017_session_00020,vehicle_017,20,test,132.15474565238657,14.8,323.6,324.4,326.0,327.2,-40.28801880000001,37.0,0,0.017893333333333282,0.020000000000000018
vehicle_017_session_00021,vehicle_017,21,test,132.85005247467774,19.2,325.7,326.5,327.7,328.5,-45.14606263157895,36.0,0,0.01869736842105262,0.021999999999999797
vehicle_017_session_00022,vehicle_017,22,test,132.40960147946862,25.6,328.5,329.5,330.75,332.2,-74.19343236842104,36.78947368421053,1,0.02628947368421054,0.027000000000000135
vehicle_017_session_00023,vehicle_017,23,test,138.49682322992152,62.8,349.3,350.1,353.25,357.4,-74.30001894736841,40.0,0,0.034394736842105304,0.03600000000000003
vehicle_017_session_00024,vehicle_017,24,test,132.0314280804843,20.8,326.0,326.6,327.5,328.3,-39.00131592105263,38.0,0,0.016421052631578944,0.018000000000000238
vehicle_017_session_00025,vehicle_017,25,test,132.64442742742742,20.4,325.2,326.4,327.5,328.3,-40.01711539473684,35.026315789473685,1,0.01659210526315788,0.019000000000000128
vehicle_017_session_00026,vehicle_017,26,test,132.1559539994856,18.8,326.6,327.75,329.4,330.7,-74.790672,39.74666666666667,1,0.027613333333333337,0.03100000000000014
vehicle_017_session_00027,vehicle_017,27,test,138.0538357950499,68.4,351.4,354.35,357.8,362.1,-73.39867763157895,41.85526315789474,1,0.034552631578947376,0.03699999999999992
vehicle_017_session_00028,vehicle_017,28,test,132.61037554802544,62.8,348.3,348.70000000000005,350.4,352.5,-40.39472842105263,42.0,0,0.024210526315789443,0.025000000000000355
vehicle_017_session_00029,vehicle_017,29,test,135.303701390776,26.0,328.3,329.4,330.75,332.2,-74.10395434210527,42.80263157894737,1,0.026973684210526337,0.028999999999999915
vehicle_017_session_00030,vehicle_017,30,test,136.3665205143406,50.4,337.5,339.5,343.0,346.8,-74.11867453333333,40.74666666666667,1,0.03402666666666671,0.03600000000000003
vehicle_017_session_00031,vehicle_017,31,test,139.7506586500975,76.8,359.1,360.2,362.4,365.0,-44.79738815789476,41.0,0,0.02568421052631577,0.027000000000000135
vehicle_017_session_00032,vehicle_017,32,test,133.69288649227238,46.0,333.2,334.2,336.0,338.3,-40.34211263157895,37.56578947368421,1,0.02159210526315787,0.0259999999999998
vehicle_017_session_00033,vehicle_017,33,test,135.04734839302117,50.4,334.9,336.35,339.35,341.6,-37.35921268421053,36.5921052631579,1,0.02457894736842105,0.028000000000000025
vehicle_017_session_00034,vehicle_017,34,test,132.24487492796985,20.0,326.6,328.0,329.4,330.8,-74.17467746666668,37.25333333333333,1,0.027373333333333357,0.029999999999999805
vehicle_017_session_00035,vehicle_017,35,test,134.2422353939512,14.0,323.0,324.0,325.9,327.5,-51.0440044,42.0,0,0.022546666666666618,0.02499999999999991
vehicle_017_session_00036,vehicle_017,36,test,135.00315269483025,27.6,327.7,328.55,329.6375,330.5,-50.52533586666667,35.0,0,0.019613333333333333,0.020999999999999908
vehicle_017_session_00037,vehicle_017,37,test,134.84920634920633,64.4,348.5,348.9,350.0,351.4,-26.0,39.0,0,0.020644736842105244,0.02200000000000024
vehicle_017_session_00038,vehicle_017,38,test,133.6658002240144,54.0,338.9,340.9,343.1,345.5,-44.95132592105264,38.0,0,0.025421052631578966,0.027000000000000135
vehicle_017_session_00039,vehicle_017,39,test,136.2289431607744,46.8,334.6,336.1,339.79999999999995,343.9,-74.09605921052632,37.81578947368421,1,0.03302631578947366,0.03600000000000003
vehicle_017_session_00040,vehicle_017,40,test,133.49390721450618,9.6,321.7,323.3,326.0,328.0,-70.20134440000001,39.0,0,0.028879999999999968,0.03100000000000014
vehicle_017_session_00041,vehicle_017,41,test,133.10311115451395,38.4,330.5,331.35,332.575,333.9,-45.16401040000001,34.93333333333333,1,0.019586666666666676,0.02300000000000013
vehicle_017_session_00042,vehicle_017,42,test,134.0632486155818,6.4,320.0,321.65,324.6,326.9,-70.126674,36.8,1,0.03001333333333329,0.03200000000000003
vehicle_017_session_00043,vehicle_017,43,test,133.77743529136472,7.6,321.1,322.6,325.4,327.7,-69.76185828947368,32.921052631578945,1,0.02881578947368421,0.03100000000000014
vehicle_017_session_00044,vehicle_017,44,test,135.12506560019844,43.6,333.3,334.79999999999995,337.45,341.8,-74.05131999999999,35.21052631578947,2,0.03221052631578945,0.03699999999999992
vehicle_017_session_00045,vehicle_017,45,test,134.8830849134461,44.4,332.8,333.6,335.375,337.7,-45.20401040000001,35.306666666666665,1,0.022399999999999986,0.02499999999999991
vehicle_017_session_00046,vehicle_017,46,test,131.6727427248677,36.8,330.2,330.8,332.1,333.3,-45.11185210526316,35.0,0,0.01931578947368424,0.02100000000000035
vehicle_017_session_00047,vehicle_017,47,test,133.1739553902116,66.8,351.3,353.25,356.70000000000005,360.8,-74.11867333333335,36.84,1,0.035719999999999995,0.037000000000000366
vehicle_017_session_00048,vehicle_017,48,test,133.74382349766228,18.8,326.4,327.75,329.2,330.5,-74.07632118421053,38.3421052631579,1,0.02819736842105265,0.03299999999999992
vehicle_017_session_00049,vehicle_017,49,test,132.81470402018226,37.2,329.9,330.6,331.6,332.7,-39.20001,36.0,0,0.01730666666666667,0.020000000000000018
vehicle_017_session_00050,vehicle_017,50,test,132.63888888888889,46.0,333.5,334.2,336.1,338.3,-40.0,38.0,0,0.02243999999999998,0.02799999999999958
vehicle_017_session_00051,vehicle_017,51,test,133.39711805964055,31.6,330.8,331.475,332.775,334.2,-70.49342039473684,40.578947368421055,1,0.027052631578947398,0.028999999999999915
vehicle_017_session_00052,vehicle_017,52,test,135.7345491518236,47.2,334.1,335.0,337.29999999999995,340.0,-45.101325789473684,38.0,0,0.024710526315789457,0.028000000000000025
vehicle_017_session_00053,vehicle_017,53,test,135.01663055771223,35.2,330.7,331.5,333.2,335.0,-70.51066773333332,38.8,1,0.027293333333333353,0.03000000000000025
vehicle_017_session_00054,vehicle_017,54,test,133.99181118320388,5.2,319.6,321.3,324.2,326.9,-73.98157710526316,40.0,0,0.03105263157894735,0.03300000000000036
vehicle_017_session_00055,vehicle_017,55,test,135.3430511226852,39.6,330.2,332.8,334.79999999999995,337.5,-69.83599826666666,35.6,1,0.02846666666666665,0.03100000000000014
vehicle_017_session_00056,vehicle_017,56,test,134.77111845414203,32.0,329.7,330.8,332.45,334.2,-74.78948210526316,34.671052631578945,1,0.028065789473684228,0.03100000000000014
vehicle_017_session_00057,vehicle_017,57,test,133.96714150297618,15.6,324.6,326.0,328.5,329.9,-75.07600573333332,41.733333333333334,1,0.02901333333333333,0.03200000000000003
vehicle_017_session_00058,vehicle_017,58,test,136.29372346887553,66.4,351.3,353.25,356.85,361.1,-74.05395250000001,31.07894736842105,1,0.03594736842105263,0.037000000000000366
vehicle_017_session_00059,vehicle_017,59,test,133.48174288065843,45.6,334.4,335.9,339.35,343.3,-69.98684078947369,31.25,2,0.032842105263157874,0.03600000000000003
vehicle_017_session_00060,vehicle_017,60,test,130.79880601786834,28.4,329.1,330.3,331.79999999999995,333.5,-70.40133560000001,30.066666666666666,2,0.02602666666666672,0.028000000000000025
vehicle_017_session_00061,vehicle_017,61,test,132.44876640745008,12.0,321.7,322.7,324.4,325.8,-40.20001,34.56578947368421,0,0.020328947368421023,0.021999999999999797
vehicle_017_session_00062,vehicle_017,62,test,133.39127641018086,14.8,324.1,325.4,327.7375,329.2,-69.35467080000001,41.266666666666666,1,0.028093333333333314,0.030999999999999694
vehicle_017_session_00063,vehicle_017,63,test,131.64107441319442,3.6,317.4,318.4,320.5,322.4,-40.20001,33.0,0,0.022400000000000045,0.02400000000000002
vehicle_017_session_00064,vehicle_017,64,test,133.72304005366166,11.6,321.1,322.7,324.65,326.3,-45.01053710526316,33.0,0,0.02172368421052631,0.02400000000000002
vehicle_017_session_00065,vehicle_017,65,test,133.59130722609683,6.4,319.1,320.04999999999995,321.79999999999995,323.6,-40.12895736842106,37.0,0,0.021750000000000037,0.02400000000000002
vehicle_017_session_00066,vehicle_017,66,test,130.62293427083333,21.6,327.4,328.70000000000005,330.2,331.6,-74.20000999999998,31.92105263157895,2,0.02718421052631582,0.02900000000000036
vehicle_017_session_00067,vehicle_017,67,test,133.1752949667126,51.2,341.3,342.1,345.0,348.8,-74.20000999999998,35.80263157894737,1,0.0361842105263158,0.038000000000000256
vehicle_017_session_00068,vehicle_017,68,test,135.5353123507554,54.0,342.8,343.5,346.3,350.0,-70.29870407894735,32.85526315789474,1,0.0347894736842105,0.03600000000000003
vehicle_017_session_00069,vehicle_017,69,test,133.31801371913582,27.6,328.6,329.95,331.4,333.0,-74.0144747368421,32.68421052631579,1,0.02713157894736843,0.028999999999999915
vehicle_017_session_00070,vehicle_017,70,test,130.81645936044578,10.0,319.6,321.15,323.25,325.0,-37.53288502631579,36.0,0,0.02049999999999999,0.02300000000000013
vehicle_017_session_00071,vehicle_017,71,test,132.3275727841981,47.6,332.8,334.4,336.85,339.6,-37.271043423684205,34.38157894736842,1,0.0242894736842105,0.029999999999999805
vehicle_017_session_00072,vehicle_017,72,test,133.04818556022968,49.6,334.4,335.7,337.4,339.3,-25.836003599999998,36.06666666666667,-1,0.02729333333333328,0.03000000000000025
vehicle_017_session_00073,vehicle_017,73,test,131.85788956163194,11.2,321.1,322.0,323.70000000000005,325.3,-39.20132592105263,34.0,0,0.020513157894736855,0.02200000000000024
vehicle_017_session_00074,vehicle_017,74,test,135.99884455613832,42.4,332.1,332.75,334.4,336.6,-49.98815671052631,35.0,0,0.023144736842105284,0.026000000000000245
vehicle_017_session_00075,vehicle_017,75,test,130.68435482905983,17.6,325.2,326.1,327.6,328.5,-50.22534480000001,35.0,0,0.022946666666666643,0.02699999999999969
vehicle_017_session_00076,vehicle_017,76,test,136.12844281588005,54.4,340.8,342.75,346.05,349.9,-69.89736763157894,37.18421052631579,1,0.03593421052631579,0.03799999999999981
vehicle_017_session_00077,vehicle_017,77,test,131.86744695937173,44.4,333.6,335.25,338.2375,342.4,-75.42933613333335,39.82666666666667,1,0.03405333333333331,0.039000000000000146
vehicle_017_session_00078,vehicle_017,78,test,133.4550284391535,39.2,330.3,331.3,332.675,334.1,-45.07143857142858,38.077922077922075,1,0.020194805194805196,0.02200000000000024
vehicle_017_session_00079,vehicle_017,79,test,131.957595472608,27.2,328.3,329.7,331.05,332.5,-74.03467013333335,37.85333333333333,1,0.027266666666666703,0.02900000000000036
vehicle_017_session_00080,vehicle_017,80,test,134.55642605802794,23.2,327.5,328.55,329.9,331.1,-70.0,40.14666666666667,1,0.02652000000000003,0.028000000000000025
vehicle_017_session_00081,vehicle_017,81,test,130.7602030474291,16.0,323.9,324.7,326.475,327.7,-45.30135240000001,38.0,0,0.022319999999999927,0.02400000000000002
vehicle_017_session_00082,vehicle_017,82,test,132.99676030465952,0.4,316.6,318.70000000000005,322.15,325.0,-73.58685039473684,36.89473684210526,1,0.03425000000000002,0.03600000000000003
vehicle_017_session_00083,vehicle_017,83,test,132.91096797966003,26.4,328.5,329.7,331.1,332.7,-74.3773312,38.8,1,0.027586666666666718,0.02900000000000036
vehicle_017_session_00084,vehicle_017,84,test,130.73218599033817,40.8,330.0,331.0,331.7,332.5,-22.269736842105264,36.0,0,0.013894736842105288,0.016000000000000014
vehicle_017_session_00085,vehicle_017,85,test,130.5039526352291,8.400001,321.7,323.25,326.05,328.0,-70.36447644736843,34.0,0,0.029065789473684187,0.03100000000000014
vehicle_017_session_00086,vehicle_017,86,test,132.11574794294296,25.6,328.6,329.6,331.0,332.5,-74.73554078947367,36.9078947368421,1,0.02757894736842107,0.028999999999999915
vehicle_017_session_00087,vehicle_017,87,test,134.90518777243594,47.6,335.0,336.85,340.6,344.4,-70.1486939473684,35.0,0,0.03498684210526316,0.038000000000000256
vehicle_017_session_00088,vehicle_017,88,test,132.10811682133837,11.6,322.5,323.6,326.0,327.7,-59.75922184210525,39.0,0,0.025999999999999954,0.028000000000000025
vehicle_017_session_00089,vehicle_017,89,test,134.51665612509996,44.0,333.6,334.9,337.8,342.1,-74.4413356,36.38666666666666,1,0.03379999999999998,0.039000000000000146
vehicle_017_session_00090,vehicle_017,90,test,131.43323051132342,32.8,328.9,329.79999999999995,331.0,332.2,-50.12237842105263,37.0,0,0.02077631578947371,0.02200000000000024
vehicle_017_session_00091,vehicle_017,91,test,133.5084213435374,41.2,331.3,331.9,333.3,334.7,-40.11467666666667,33.0,0,0.02002666666666669,0.02300000000000013
