segment_id,vehicle,session_index,split,proxy_capacity_ah,soc_start,voltage_start,voltage_60,voltage_300,voltage_600,current_mean,tmax_mean,temperature_rise,cell_gap_mean,cell_gap_max
vehicle_020_session_00001,vehicle_020,1,test,136.1486055947581,50.0,336.1,337.45,340.2,342.4,-44.91446513157894,31.44736842105263,1,0.02007894736842105,0.02300000000000013
vehicle_020_session_00002,vehicle_020,2,test,134.17255946969698,39.6,330.0,331.79999999999995,333.025,334.6,-44.65526407894737,37.0,0,0.016486842105263144,0.018000000000000238
vehicle_020_session_00003,vehicle_020,3,test,132.85114005223173,19.2,324.4,325.2,326.20000000000005,326.9,-25.880001333333333,36.0,0,0.011546666666666603,0.014000000000000234
vehicle_020_session_00004,vehicle_020,4,test,134.83493207846004,14.8,322.4,323.9,325.7,327.2,-44.8760076,38.0,0,0.017893333333333282,0.020000000000000018
vehicle_020_session_00005,vehicle_020,5,test,134.19564348521183,32.8,329.7,329.7,330.1,330.5,-26.0,38.0,0,0.009999999999999986,0.01100000000000012
vehicle_020_session_00006,vehicle_020,6,test,132.37200435729847,25.6,327.7,328.6,329.7,330.7,-52.0,32.8421052631579,1,0.01840789473684213,0.020000000000000018
vehicle_020_session_00007,vehicle_020,7,test,134.43956346153846,10.4,321.1,322.15,324.1,326.0,-45.06579605263158,30.0,0,0.017921052631578956,0.019000000000000128
vehicle_020_session_00008,vehicle_020,8,test,136.4734245196324,46.4,334.9,335.9,337.5,339.9,-45.02631842105263,34.0,0,0.01905263157894734,0.021999999999999797
vehicle_020_session_00009,vehicle_020,9,test,134.05170611230847,21.6,327.4,328.675,330.0,331.4,-74.91599959999999,36.733333333333334,1,0.026120000000000008,0.027000000000000135
vehicle_020_session_00010,vehicle_020,10,test,135.20294752777778,29.6,329.6,330.8,332.2,333.9,-74.41199973333333,29.946666666666665,2,0.02560000000000004,0.027000000000000135
vehicle_020_session_00011,vehicle_020,11,test,133.42217304205246,33.6,328.5,330.1,331.1,332.2,-44.77500644736842,31.0,0,0.01625000000000002,0.018000000000000238
vehicle_020_session_00012,vehicle_020,12,test,136.269507080314,62.8,348.5,348.9,351.0,353.3,-45.07013688311689,33.0,0,0.019025974025974047,0.02100000000000035
vehicle_020_session_00013,vehicle_020,13,test,134.7310624389819,4.0,318.8,320.95000000000005,324.2,326.9,-73.54667133333332,31.96,1,0.028479999999999953,0.03000000000000025
vehicle_020_session_00014,vehicle_020,14,test,133.96185800238717,32.4,329.9,331.05,332.5,334.2,-70.28816710526316,33.86842105263158,1,0.024618421052631602,0.026000000000000245
vehicle_020_session_00015,vehicle_020,15,test,136.3326170473369,12.4,322.8,324.29999999999995,327.0,328.9,-70.12369421052632,31.907894736842106,1,0.02557894736842106,0.028000000000000025
vehicle_020_session_00016,vehicle_020,16,test,134.1579618207347,26.4,328.8,329.9,331.175,332.7,-74.26134959999999,36.53333333333333,1,0.025853333333333357,0.027000000000000135
vehicle_020_session_00017,vehicle_020,17,test,134.64476861613122,33.2,330.3,331.4,333.075,335.0,-73.97067173333335,34.76,1,0.02581333333333335,0.027000000000000135
vehicle_020_session_00018,vehicle_020,18,test,134.10126001564944,20.0,325.7,326.5,327.7,328.5,-45.101325789473684,39.0,0,0.01710526315789474,0.020000000000000018
vehicle_020_session_00019,vehicle_020,19,test,133.38179235604218,12.8,321.1,322.8,324.7,326.0,-39.6546668,37.0,0,0.016733333333333315,0.018000000000000238
vehicle_020_session_00020,vehicle_020,20,test,136.1119445708547,8.400001,320.8,322.45,325.5,327.8,-74.27238565789472,38.9078947368421,1,0.028144736842105268,0.03000000000000025
vehicle_020_session_00021,vehicle_020,21,test,133.93965256978825,18.8,326.1,327.7,329.15,330.5,-70.13816789473685,37.93421052631579,1,0.0248026315789474,0.028000000000000025
vehicle_020_session_00022,vehicle_020,22,test,133.77155568144897,29.6,329.2,330.25,331.6,333.3,-69.90262236842105,39.78947368421053,1,0.02464473684210529,0.026000000000000245
vehicle_020_session_00023,vehicle_020,23,test,134.36433501827486,23.6,328.0,329.1,330.4,331.7,-70.89210447368423,34.921052631578945,1,0.024802631578947396,0.026000000000000245
vehicle_020_session_00024,vehicle_020,24,test,134.19648669217688,45.2,333.2,334.0,335.8,338.3,-44.81448934210528,40.30263157894737,1,0.019197368421052633,0.02300000000000013
vehicle_020_session_00025,vehicle_020,25,test,136.5179103367004,33.6,328.9,329.65,330.6,331.4,-40.30002000000002,39.0,0,0.01488157894736843,0.016000000000000014
vehicle_020_session_00026,vehicle_020,26,test,135.6208584625323,47.2,335.0,336.5,340.2375,343.9,-74.9173304,42.29333333333334,2,0.030053333333333328,0.03299999999999992
vehicle_020_session_00027,vehicle_020,27,test,134.9736617939815,76.0,358.6,359.9,362.29999999999995,365.3,-49.803966184210545,35.0,0,0.020723684210526342,0.023000000000000576
vehicle_020_session_00028,vehicle_020,28,test,137.3083457976376,56.8,343.0,343.4,344.9,346.9,-40.20001,38.0,0,0.01808000000000001,0.019000000000000128
vehicle_020_session_00029,vehicle_020,29,test,137.63343065695673,54.4,341.0,342.6,345.75,349.7,-73.26185828947368,41.171052631578945,1,0.028802631578947364,0.03100000000000014
vehicle_020_session_00030,vehicle_020,30,test,134.9684388166667,49.6,336.0,337.2,339.95,342.4,-45.0,35.0,0,0.0214133333333333,0.02499999999999991
vehicle_020_session_00031,vehicle_020,31,test,131.9811989610674,31.6,328.8,329.4,330.2375,331.1,-40.30002000000002,39.0,0,0.014906666666666658,0.016999999999999904
vehicle_020_session_00032,vehicle_020,32,test,132.42987417133523,1.2,316.9,318.5,321.7,324.6,-70.662676,39.0,0,0.028973333333333327,0.03100000000000014
vehicle_020_session_00033,vehicle_020,33,test,137.24363180894312,50.4,339.6,340.1,342.8,346.1,-70.70134346666664,41.85333333333333,1,0.028226666666666695,0.03000000000000025
vehicle_020_session_00034,vehicle_020,34,test,133.69173057270234,55.6,341.3,342.4,344.6,347.1,-45.200010131578956,38.35526315789474,1,0.019881578947368434,0.02200000000000024
vehicle_020_session_00035,vehicle_020,35,test,132.8671367454594,38.4,329.2,330.3,331.1,331.9,-25.6855172368421,36.0,0,0.010644736842105254,0.01200000000000001
vehicle_020_session_00036,vehicle_020,36,test,134.8622726249366,6.4,318.1,318.8,320.3,321.6,-26.10395736842106,39.0,0,0.01428947368421053,0.016000000000000014
vehicle_020_session_00037,vehicle_020,37,test,134.48396156930127,22.0,325.7,326.1,326.9,327.5,-25.98815802631579,34.30263157894737,-1,0.010565789473684204,0.01200000000000001
vehicle_020_session_00038,vehicle_020,38,test,133.75687435351446,14.4,323.6,325.25,327.7,329.2,-70.85866693333334,36.0,0,0.02646666666666665,0.028000000000000025
vehicle_020_session_00039,vehicle_020,39,test,134.84882408854168,19.6,325.7,327.6,329.2,330.5,-70.4306732,31.493333333333332,1,0.024866666666666676,0.028000000000000025
vehicle_020_session_00040,vehicle_020,40,test,133.46562438063071,39.6,330.8,331.5,332.7,334.1,-40.30002000000002,33.35526315789474,1,0.015565789473684226,0.017000000000000348
vehicle_020_session_00041,vehicle_020,41,test,132.94836167946931,25.6,328.6,329.6,331.0,332.4,-74.16185210526315,39.14473684210526,2,0.026092105263157937,0.028000000000000025
vehicle_020_session_00042,vehicle_020,42,test,135.3640420542636,48.0,335.7,337.29999999999995,341.05,344.7,-71.43158328947368,39.10526315789474,1,0.029578947368421083,0.03200000000000003
vehicle_020_session_00043,vehicle_020,43,test,133.69526206341914,45.2,335.2,336.5,339.35,343.0,-69.23159210526315,38.61842105263158,1,0.027763157894736806,0.03100000000000014
vehicle_020_session_00044,vehicle_020,44,test,133.5812928395062,27.6,328.9,330.0,331.4,333.0,-74.18667706666666,34.50666666666667,1,0.025933333333333374,0.027000000000000135
vehicle_020_session_00045,vehicle_020,45,test,133.65583784722224,46.4,333.0,334.1,335.74444444444447,337.8,-38.650685866666684,39.0,0,0.017813333333333303,0.020999999999999908
vehicle_020_session_00046,vehicle_020,46,test,133.14065904947918,16.4,323.2,323.9,325.5,326.9,-39.11734333333334,38.653333333333336,-1,0.01750666666666663,0.019000000000000128
vehicle_020_session_00047,vehicle_020,47,test,133.72513071364045,50.0,334.6,336.1,339.0,341.3,-37.66841213157895,36.0,0,0.020184210526315794,0.02300000000000013
vehicle_020_session_00048,vehicle_020,48,test,134.693325891947,12.4,322.8,324.29999999999995,326.9,328.8,-70.05000407894738,34.0,0,0.026434210526315793,0.028000000000000025
vehicle_020_session_00049,vehicle_020,49,test,133.6708607517182,21.2,325.0,326.25,327.7,328.5,-37.531569499999996,41.0,0,0.014578947368421094,0.016000000000000014
vehicle_020_session_00050,vehicle_020,50,test,135.5652068098622,48.4,335.7,337.15,340.9,344.6,-70.38157947368423,40.19736842105263,1,0.029131578947368432,0.03200000000000003
vehicle_020_session_00051,vehicle_020,51,test,133.29059443689613,25.6,325.8,327.35,328.55,329.2,-37.98421947368421,36.0,0,0.014263157894736866,0.016000000000000014
vehicle_020_session_00052,vehicle_020,52,test,132.9067938587684,23.6,326.7,327.5,328.6,329.4,-45.001333466666665,30.173333333333332,1,0.01656000000000003,0.018000000000000238
vehicle_020_session_00053,vehicle_020,53,test,134.18082991334808,51.2,336.8,338.1,340.75,343.0,-45.226676800000014,33.54666666666667,1,0.022000000000000006,0.02499999999999991
vehicle_020_session_00054,vehicle_020,54,test,133.6558640432099,13.2,321.4,322.2,323.3,324.6,-25.922368552631582,36.0,0,0.013223684210526337,0.015000000000000124
vehicle_020_session_00055,vehicle_020,55,test,135.58912037037038,39.6,330.0,331.65,333.0,334.6,-44.68421052631579,35.0,0,0.016986842105263193,0.019000000000000128
vehicle_020_session_00056,vehicle_020,56,test,136.17057985615082,43.6,333.5,334.6,337.0,340.8,-69.98947263157896,36.80263157894737,1,0.02751315789473681,0.03100000000000014
vehicle_020_session_00057,vehicle_020,57,test,135.8554735405816,48.4,336.0,337.6,341.5,345.2,-73.97866453333333,36.84,1,0.03053333333333333,0.03300000000000036
vehicle_020_session_00058,vehicle_020,58,test,131.7581088074252,9.6,320.8,321.9,323.8,325.7,-45.11467666666667,35.0,0,0.019239999999999983,0.020999999999999908
vehicle_020_session_00059,vehicle_020,59,test,131.38860539617488,50.8,338.5,340.4,342.4,344.6,-44.732895526315794,37.9078947368421,1,0.020434210526315784,0.02400000000000002
vehicle_020_session_00060,vehicle_020,60,test,131.3493495899823,23.6,329.9,330.2,331.20000000000005,332.5,-74.28159710526315,33.723684210526315,1,0.02610526315789477,0.027000000000000135
vehicle_020_session_00061,vehicle_020,61,test,133.35040607289338,34.0,328.0,329.6,330.7,331.6,-39.56841605263157,33.5921052631579,1,0.014802631578947387,0.016000000000000014
vehicle_020_session_00062,vehicle_020,62,test,133.61773798778447,32.4,327.4,328.75,330.2,331.1,-37.54999244736842,32.0,0,0.013921052631578957,0.016000000000000014
vehicle_020_session_00063,vehicle_020,63,test,134.2879300467172,56.4,340.2,341.95000000000005,344.5,346.6,-37.281570161842104,33.78947368421053,1,0.018394736842105266,0.020000000000000018
vehicle_020_session_00064,vehicle_020,64,test,134.12750646517998,14.4,322.8,323.8,325.6,327.1,-45.10395736842106,33.0,0,0.01897368421052627,0.02100000000000035
vehicle_020_session_00065,vehicle_020,65,test,133.7015400309777,18.0,324.9,325.9,327.5,328.6,-51.02368657894737,34.0,0,0.02013157894736844,0.02300000000000013
vehicle_020_session_00066,vehicle_020,66,test,133.82851411411065,14.4,321.3,322.85,325.6,327.2,-44.07236008157894,35.0,0,0.018999999999999958,0.021999999999999797
vehicle_020_session_00067,vehicle_020,67,test,135.0693573649692,27.6,326.6,328.4,329.4,330.2,-44.78290460526316,35.0,0,0.016381578947368435,0.017999999999999794
vehicle_020_session_00068,vehicle_020,68,test,134.2279604328166,47.2,334.2,335.1,337.4,340.2,-45.20132592105264,36.0,0,0.02155263157894736,0.02499999999999991
vehicle_020_session_00069,vehicle_020,69,test,134.37506654902853,26.4,327.1,328.1,329.15,330.0,-45.01579947368422,36.0,0,0.016552631578947385,0.018000000000000238
vehicle_020_session_00070,vehicle_020,70,test,134.63587721935855,22.0,327.2,328.3,329.65,331.0,-70.96711039473685,36.19736842105263,1,0.02535526315789476,0.027000000000000135
